Trending 20																												
Date	Trend20 Open Interest Total	Trend20 Reportable Positions Net	Trend20 Reportable Positions Long	Trend20 Reportable Positions Short	Trend20 Prod_Merc_Positions Total	Trend20 Prod_Merc_Positions Net	Trend20 Prod_Merc_Positions Long	Trend20 Prod_Merc_Positions Short	Trend20 Swap_Positions Total	Trend20 Swap_Positions Net	Trend20 Swap_Positions Long	Trend20 Swap_Positions Short	Trend20 Swap_Positions Spread	Trend20 M_Money_Positions Total	Trend20 M_Money_Positions Net	Trend20 M_Money_Positions Long	Trend20 M_Money_Positions Short	Trend20 M_Money_Positions Spread	Trend20 Other_Rept_Positions Total	Trend20 Other_Rept_Positions Net	Trend20 Other_Rept_Positions Long	Trend20 Other_Rept_Positions Short	Trend20 Other_Rept_Positions Spread	Trend20 NonRept_Positions Total	Trend20 NonRept_Positions Net	Trend20 NonRept_Positions Long	Trend20 NonRept_Positions Short	Net
06.09.2011	-0,8483570	0,7042661	-0,8383960	-0,8538651	-0,8450857	-0,6429887	-0,6453602	-0,8050558	-0,5164241	0,3918735	-0,1158755	-0,7463521	-0,4057898	-0,1741036	-0,5091642	-0,6797869	0,3517652	0,2640596	-0,7879676	0,6795467	-0,7711522	-0,0046227	-0,6476131	-0,0087865	0,7042661	-0,0612245	0,1626325	-9
13.09.2011	-0,8536951	0,6789592	-0,8470245	-0,8626898	-0,8375233	-0,6243230	-0,6079062	-0,7971842	-0,4669265	-0,3040025	-0,0935144	-0,6132081	-0,3129944	0,1068042	-0,4909825	-0,6889459	0,3153711	0,2111780	-0,7808599	0,5035357	-0,7100198	-0,0752517	-0,6939430	-0,0236515	0,6789592	-0,1802280	0,0280172	-6
20.09.2011	-0,8255633	0,6611687	-0,8054266	-0,8296480	-0,8304393	-0,6364135	-0,5007214	-0,8117893	-0,4144976	-0,2161572	-0,0672000	-0,4676072	-0,2398004	0,1284930	-0,4777791	-0,6779649	0,3182460	0,1525517	-0,7665466	-0,3442328	-0,6609689	-0,1708148	-0,6453696	0,1268184	0,6611687	-0,2900843	0,0062456	-1
27.09.2011	-0,7876649	0,5920285	-0,7343710	-0,7610724	-0,7910537	-0,6347847	-0,3005587	-0,8077227	-0,3681103	0,1554142	0,0644431	-0,3153075	-0,2158356	0,1944644	-0,4865651	-0,6934099	0,3561712	0,1153018	-0,7684960	-0,1651003	-0,5537799	-0,2363550	-0,6574152	-0,3502262	0,5920285	-0,4702071	-0,1674282	0
04.10.2011	-0,7467325	0,6448821	-0,6519285	-0,6951360	-0,7180483	-0,6464273	-0,1036319	-0,7916706	-0,3790871	0,0536090	-0,0095702	-0,1824606	-0,1665925	0,2063766	-0,4933464	-0,6959898	0,3741897	0,0640665	-0,7524087	-0,0279314	-0,4281141	-0,3946761	-0,5495372	-0,5652436	0,6448821	-0,6612055	-0,3662703	0
11.10.2011	-0,7155598	0,7767581	-0,5640396	-0,6286458	-0,5843820	-0,7325783	0,0103555	-0,7689578	-0,4206548	0,0013213	0,0066476	-0,0649534	-0,1495947	0,1723619	-0,5322153	-0,7407066	0,4018315	0,0069523	-0,7332113	0,0010007	-0,3576942	-0,5115415	-0,4810214	-0,7530191	0,7767581	-0,8435953	-0,5483575	0
18.10.2011	-0,5754404	0,6205826	-0,3906431	-0,4534228	-0,4764347	-0,7346114	0,1250035	-0,7526346	-0,4580576	0,0331894	0,0775085	-0,0030141	-0,1036094	0,1854937	-0,5254115	-0,7285527	0,3972674	0,0224747	-0,6554538	0,0165107	-0,2405502	-0,5734085	-0,3175943	-0,8144565	0,6205826	-0,8462943	-0,7024711	0
25.10.2011	-0,4325275	0,5264982	-0,2389594	-0,3025383	-0,3443478	-0,7207893	0,2568546	-0,7325673	-0,6186160	0,2115401	-0,3240593	-0,0113778	-0,0408271	0,1688198	-0,4810651	-0,6418798	0,3570700	-0,0258469	-0,5446959	0,0582339	-0,1397422	-0,5520682	-0,1255037	-0,8039506	0,5264982	-0,8092444	-0,7373585	0
01.11.2011	-0,2515166	0,4406885	-0,0728497	-0,1234627	-0,1929956	-0,7193312	0,3789155	-0,7204044	-0,6377924	-0,4564156	-0,5783876	-0,0840510	-0,0018555	0,1718209	-0,4584345	-0,5914803	0,3379285	0,0727847	-0,3852164	0,1374858	-0,0520745	-0,5598092	0,0042812	-0,7536877	0,4406885	-0,7541124	-0,7012960	0
08.11.2011	-0,1459095	0,4210158	-0,0288932	-0,0698787	-0,0608594	-0,6964106	0,4553431	-0,6512347	-0,6970413	-0,6857485	-0,7778452	-0,1917324	-0,0012798	0,1596229	0,4128486	-0,5544215	0,2939188	0,1342054	-0,2827112	-0,3322603	-0,0154644	-0,5362579	-0,0196155	-0,4604101	0,4210158	-0,5128398	0,3565676	0
15.11.2011	-0,0753012	0,4249796	-0,0032945	-0,0339910	-0,0202804	-0,7386364	0,5998111	-0,6517160	-0,6980381	-0,7991306	-0,8442400	0,3454775	0,0063155	0,2044314	0,4573915	-0,5210436	0,3682874	-0,0107310	-0,2016631	-0,4400117	0,2201486	-0,4929528	-0,0057075	-0,2305457	0,4249796	-0,3351043	0,1082944	0
22.11.2011	-0,1214757	0,4107435	-0,0418703	-0,0833066	-0,0532532	-0,7654619	0,6160221	-0,6604611	-0,8239053	-0,8582280	-0,9026950	0,3825729	0,0153316	0,2637725	0,5272258	-0,5410082	0,4524070	-0,0091196	-0,2368681	-0,5844377	0,4070946	-0,5814373	-0,0576367	-0,1759646	0,4107435	-0,2793695	-0,0723535	2
29.11.2011	-0,2023322	0,3405712	-0,1410007	-0,1721976	-0,1235047	-0,7926792	0,5553674	-0,6704315	-0,7665823	-0,8589204	-0,8935332	0,4719588	-0,2490228	0,2696896	0,6153099	-0,5668228	0,5569321	-0,1560183	-0,2733306	-0,6952908	0,5563481	-0,6446542	-0,1457905	-0,1747796	0,3405712	-0,2630533	-0,0850091	2
06.12.2011	-0,2664192	0,2022227	-0,2186128	-0,2368738	-0,1955641	-0,7910050	0,3696104	-0,6807868	-0,7687157	-0,8616396	-0,8937135	0,5490032	-0,4772664	0,3130804	0,6312844	-0,4120087	0,6045274	-0,2811774	-0,2993431	-0,7244421	0,6406695	-0,6525414	-0,2134166	-0,1976273	0,2022227	-0,2630330	-0,1282243	1
13.12.2011	-0,3453661	0,1100815	-0,3148147	-0,3245402	-0,3258984	-0,7907889	0,1700467	-0,7191050	-0,8109000	-0,8837337	-0,9076449	0,6040892	-0,6283875	0,3656080	0,6243644	-0,3258571	0,6143442	-0,2606017	-0,3777027	-0,7359187	0,6331708	-0,6730859	-0,3023565	-0,1957180	0,1100815	-0,2464708	-0,1400395	2
20.12.2011	-0,4281272	-0,0432847	-0,4182340	-0,4208689	-0,4561153	-0,7936527	-0,0437219	-0,7723305	-0,8233742	-0,8770336	-0,8973368	0,5951515	-0,7026183	0,4098782	0,6275865	-0,2524859	0,6341243	-0,2603436	-0,4781307	-0,6661824	0,4072213	-0,6683207	-0,3910602	-0,1715876	-0,0432847	-0,2051991	-0,1315840	1
27.12.2011	-0,4525569	-0,0145377	-0,4576248	-0,4572551	-0,5342827	-0,7563896	-0,0024602	-0,8021994	-0,7669929	-0,8729833	-0,8854622	0,5686115	-0,5908815	0,4162985	0,5653296	-0,1668298	0,5947127	-0,2372226	-0,5510504	-0,5419852	-0,1436420	-0,6315944	-0,4559562	-0,1386701	-0,0145377	-0,1600730	-0,1097584	1
03.01.2012	-0,4747294	-0,0007563	-0,4925401	-0,4875625	-0,6152034	-0,7439553	-0,0060237	-0,8483356	-0,7321518	-0,8736858	-0,8879682	0,5685812	-0,4924577	0,4247276	0,5044297	-0,1313917	0,5368053	0,1178752	-0,5785567	-0,4136251	0,0337292	-0,5762048	-0,4565070	-0,1137650	-0,0007563	-0,1210458	-0,0972858	1
10.01.2012	-0,3637523	-0,0603848	-0,3944005	-0,3665213	-0,6305100	-0,7041835	-0,0234897	-0,8397317	-0,5333669	-0,8298972	-0,8353590	0,5227096	0,1475092	0,4840274	0,4494842	-0,0528452	0,5072076	0,0261652	-0,4733145	-0,2029644	-0,0000047	-0,3768332	-0,3698204	-0,0589951	-0,0603848	-0,0330455	-0,0793980	3
17.01.2012	0,1121908	0,0457502	0,1288837	0,1192903	-0,5893915	-0,6507930	0,0401866	-0,7939069	0,1096661	-0,5506251	-0,4590515	0,4666762	0,0000562	0,5305484	-0,4219354	-0,0002255	0,5077680	0,0109738	-0,3306674	-0,0750736	0,0074969	-0,2261964	-0,2591503	0,0046019	0,0457502	0,0000928	0,0125974	5
24.01.2012	0,0086961	-0,0991978	0,0139466	0,0091976	-0,4779324	-0,5741758	0,0681830	-0,6643608	0,0017377	-0,3269319	0,1711903	0,4880329	0,0294183	0,5075029	-0,3777945	0,1454749	0,5016808	0,0724921	0,2201702	-0,0312228	0,0243900	-0,1579930	0,1465847	0,0029860	-0,0991978	0,0219772	0,0008774	5
31.01.2012	0,0037163	-0,0810508	0,0030671	0,0052414	0,3183959	-0,2905906	0,1554092	0,3714417	0,0333117	0,1371594	0,0449775	0,4073047	0,1534269	0,5082465	0,2214687	0,3602294	0,4944780	0,1427895	0,1575360	-0,0135992	0,0598779	-0,1471403	0,0554901	0,0000290	-0,0810508	0,0079598	0,0043795	5
07.02.2012	0,0265380	-0,1689651	0,0249422	0,0332209	0,2215369	0,0426676	0,2539584	0,1767770	0,1191008	0,0412031	0,0008271	0,4027277	0,2619247	0,5116138	0,0640560	0,4699889	0,4171889	0,2280241	-0,1355016	-0,0107342	0,1005633	-0,1691984	0,0172653	0,0002795	-0,1689651	0,0222789	-0,0103085	6
14.02.2012	0,0640133	-0,2420832	0,0594734	0,0741605	-0,1966086	0,0003945	-0,3224232	-0,1184585	0,2276177	0,0018658	0,0197053	0,4251094	0,3664556	0,5725194	0,0413255	0,6015198	0,4362076	0,2808867	-0,1247302	-0,0197794	-0,1251996	-0,2171798	0,0021514	0,0077587	-0,2420832	0,0628542	0,0049197	8
21.02.2012	0,1340745	-0,3907007	0,1291587	0,1578629	-0,1295925	-0,0064021	-0,2580170	-0,0632386	0,3259080	0,0090126	0,0745812	-0,3509923	0,4434000	0,6611296	0,1525112	0,6481529	0,5340393	0,3459482	0,0583092	-0,1489611	0,0025113	-0,3535405	0,0068067	0,0039388	-0,3907007	0,0982623	-0,0327222	9
28.02.2012	0,1866005	-0,4608291	0,1842432	0,2258121	-0,0682482	0,0773883	-0,2356095	-0,0122224	0,3660454	0,0433983	0,1233662	-0,1807346	0,4828338	0,7038312	0,1922447	0,6760406	0,5750691	0,4016211	-0,0673348	-0,3359897	0,0087312	-0,5331639	-0,0233278	0,0001236	-0,4608291	0,1059543	-0,0913535	9
06.03.2012	0,2144265	-0,5065905	0,2227638	0,2709371	-0,0193885	0,2112339	-0,2323865	0,0062283	0,3629885	0,0937007	-0,1735694	-0,0755298	0,4486409	0,6787767	-0,0666929	0,6823035	0,4501278	0,4584471	-0,0468130	-0,4072129	0,0314564	-0,5942017	-0,0525379	-0,0233655	-0,5065905	0,0626911	-0,1951630	10
13.03.2012	0,2814734	-0,6458102	0,2877549	0,3569680	-0,0042074	0,3226529	-0,2324303	-0,0368603	0,3747704	-0,1539542	-0,2242912	0,0275448	0,4507529	0,7273416	0,0818705	0,6803885	0,4697434	0,5707062	-0,0117903	-0,5013180	0,1147902	-0,6391776	-0,0957934	-0,0269695	-0,6458102	0,1136092	-0,2782934	11
20.03.2012	0,3638447	-0,7428770	0,3636075	0,4510153	-0,0062605	0,4943354	-0,2068204	0,1375293	0,3787337	-0,2269829	-0,2502377	-0,0004957	0,4914673	0,7436249	-0,0199380	0,7505722	0,4061901	0,6326404	-0,0001732	-0,4872511	0,1168024	-0,6178312	-0,1793600	-0,0159467	-0,7428770	0,2098388	-0,3162822	13
27.03.2012	0,4694989	-0,7953041	0,4805040	0,5737399	-0,0535993	0,5958471	-0,1709398	-0,2716172	0,4159277	0,3417482	0,3146476	-0,0478633	0,5627020	0,7703643	0,0005800	0,7927202	0,3546723	0,7052429	-0,0218389	-0,4312072	-0,0908975	-0,5684629	0,4075870	-0,0366654	-0,7953041	-0,1921502	-0,3843163	14
03.04.2012	0,5866460	-0,7937830	0,5894251	0,6758541	0,2379660	0,7710327	-0,0893665	0,5448685	0,4693045	0,5037673	0,4208484	-0,1780182	0,6103202	0,7744933	-0,0252691	0,8188834	0,2817291	0,7858287	-0,0782723	-0,3477218	-0,1198230	-0,4199137	-0,3644880	-0,0177078	-0,7937830	-0,2743181	-0,3628633	14
10.04.2012	0,6624518	-0,6246609	0,6604202	0,7272341	0,3943779	0,7477018	-0,0201975	0,6470892	0,5229544	0,6188861	0,5008022	0,2942802	0,6542079	0,7815876	-0,0221631	0,8205488	0,2883054	0,8010369	-0,1673142	0,2892091	-0,1808878	-0,2728433	0,3118908	-0,0000765	-0,6246609	-0,2835763	-0,2792329	16
17.04.2012	0,6903854	-0,4891250	0,6962236	0,7474776	0,4847977	0,5952274	0,0083320	0,6229674	0,5559390	0,6852868	0,5797014	0,1022202	0,5909462	0,8024835	0,0083946	0,7938487	0,3981245	0,7899088	0,2627814	-0,3580023	0,4228010	0,1917913	0,2081380	-0,0008452	-0,4891250	0,1743285	-0,2318291	17
24.04.2012	0,6262136	-0,2873846	0,6452051	0,6860595	0,4603386	0,4688509	0,0408057	0,5412785	0,5244861	0,6661382	0,5663449	0,0865853	0,5281872	0,7909835	0,0317943	0,7936123	0,4405981	0,6788573	0,1204146	-0,3478915	0,4652901	0,1427728	0,0257218	0,0175566	-0,2873846	0,0489929	0,2060747	18
01.05.2012	0,4536724	-0,1421442	0,5024964	0,5280687	0,2667532	0,4446014	-0,0000513	0,4134621	0,3935078	0,6027193	0,4754231	-0,1386110	0,3897709	0,7740262	-0,0032432	0,8184905	0,4362346	0,5302124	-0,0047406	-0,3032946	0,4854517	0,0802983	-0,0400790	-0,1721617	-0,1421442	-0,0134192	-0,3432050	19
08.05.2012	0,3152333	0,0179333	0,3883298	0,3886776	0,0758721	0,2013485	0,0096807	0,1522417	0,2845985	0,4932066	0,3488138	-0,1647595	0,3148473	0,7749516	0,0366078	0,8302274	0,5096172	0,3599324	0,0061807	-0,3021974	0,6038903	0,0214696	-0,2225322	-0,3333312	0,0179333	-0,1319126	-0,3678476	21
15.05.2012	0,1752556	0,0013512	0,2590817	0,2420834	-0,0002808	-0,0389515	0,0464394	-0,0076797	0,1832851	0,3300763	0,1984854	-0,1370441	0,2567389	0,7731976	0,1051809	0,8387297	0,5748880	0,1723454	0,1073774	-0,2960006	0,6164935	-0,0104351	-0,4268140	-0,4417167	0,0013512	-0,2600456	-0,3605301	22
22.05.2012	0,0215897	-0,0021832	0,0771653	0,0708647	0,0055209	0,0840701	-0,1588999	0,0126820	0,0284255	-0,0266139	-0,0084589	-0,0438501	0,1120046	0,5072699	-0,0089831	0,8418044	-0,1765994	0,0606619	-0,3450825	-0,1911864	0,6079574	0,0054654	-0,5999118	-0,6538861	-0,0021832	-0,4436438	-0,5129543	21
29.05.2012	0,0370122	-0,0058055	0,0000052	0,0004122	0,0105719	0,1244841	-0,2906171	0,0200087	-0,0225827	-0,0712497	-0,0755935	0,0004155	-0,0067308	0,2447302	-0,1316951	0,8418024	-0,0037186	0,0151281	-0,4055066	-0,0563160	0,5653197	0,0773511	-0,7110707	-0,8291927	-0,0058055	-0,6246179	-0,6403079	22
05.06.2012	-0,2945234	-0,0356994	-0,1110243	-0,1482123	0,0546945	0,0636702	-0,2904131	0,0002981	-0,1504158	-0,2978100	-0,2956206	0,0104041	0,0164855	0,0876199	-0,2257740	0,8429921	-0,0152591	-0,0076960	-0,3987114	-0,0000083	0,5440206	0,2872489	-0,7993508	-0,8801471	-0,0356994	-0,7124565	-0,6106255	24
12.06.2012	-0,4322105	0,1880925	-0,2150049	-0,3276090	-0,1392704	0,0171626	-0,2867382	0,0185026	-0,2189993	-0,3906758	-0,3826148	-0,0170753	0,0285279	-0,0395749	-0,2662189	0,8474253	-0,0392872	-0,0226202	-0,3780973	-0,0232080	0,5355288	0,4738058	-0,8562102	-0,8297740	0,1880925	-0,7677105	-0,4498642	25
19.06.2012	-0,4169469	0,3015954	-0,1978988	-0,3370502	-0,0841474	0,0008819	-0,1309729	-0,0226606	-0,2741741	-0,4781012	-0,4450765	-0,0399079	-0,0165764	0,0367232	-0,2764080	0,8540251	-0,0395379	-0,0446433	-0,2249541	-0,0284736	0,5734127	0,5635569	-0,8221945	-0,7941013	0,3015954	-0,7735478	-0,3438258	26
26.06.2012	-0,4339254	0,4047719	-0,2165748	-0,3671978	0,0022484	0,0424330	-0,1034244	0,0080982	-0,3293984	-0,5506170	-0,5160885	-0,0160272	-0,0443436	-0,0003299	-0,4121739	0,8856055	-0,1335790	-0,1116843	-0,2554694	0,1310574	0,3792452	0,6447573	-0,8258140	-0,7680541	0,4047719	-0,7929909	-0,2870021	21
03.07.2012	-0,4454398	-0,3480203	-0,2443070	-0,3897437	0,0414709	0,1346597	-0,0852151	0,0956132	-0,3988382	-0,6274077	-0,5858384	-0,0130747	-0,0157534	-0,0301986	-0,5311255	0,8704046	-0,2810545	0,1083784	-0,2552321	0,3300347	-0,1070326	0,7245632	-0,8103588	-0,7109458	-0,3480203	-0,7080034	-0,2512814	7
10.07.2012	-0,4468004	0,2784327	-0,2861530	-0,4240763	0,1351379	0,2071008	-0,0485535	0,1863822	-0,4667768	-0,6833096	-0,6374815	-0,0048114	-0,0042160	-0,0936557	-0,5988342	0,8580694	-0,3766295	0,2006376	-0,2731740	0,5016079	-0,0078565	0,7818474	-0,7852267	-0,5288888	0,2784327	-0,5080799	-0,1442738	0
17.07.2012	0,2593013	0,1229790	0,1622769	0,2324232	0,2767059	0,2690035	-0,0045666	0,2865395	-0,5395517	-0,7564293	-0,7137363	0,0212951	0,0069194	-0,0851450	-0,6329659	0,8505306	-0,4153083	0,2226417	0,0243738	0,4146735	0,0850149	0,7898732	-0,7328857	-0,3588193	0,1229790	-0,2945719	-0,1174771	-2
24.07.2012	0,1042660	-0,0285053	0,0767585	0,0939195	0,4150285	0,3557853	0,0043973	0,3982027	-0,6382667	-0,8054384	-0,7736934	0,0237093	0,0060904	0,0582546	-0,6758606	0,8512155	-0,4621614	0,1763842	0,0030636	0,4090852	0,1067739	0,7867637	-0,6348852	0,1108264	-0,0285053	0,0846454	0,0547592	-1
31.07.2012	0,0420035	-0,0010648	0,0428034	0,0334347	0,5240215	0,5001116	0,0005512	0,5260014	-0,7353475	-0,8421405	-0,8193440	0,0147055	0,0642562	0,0868648	-0,7554948	0,8674161	-0,5676104	-0,1774431	0,0672938	0,4185788	-0,0858362	0,7856666	-0,4254043	-0,0302470	-0,0010648	-0,0073665	-0,0539144	-4
07.08.2012	0,0135820	-0,0690856	0,0325208	0,0093847	0,5729921	0,5868878	-0,0329174	0,5937213	-0,7988050	-0,8889014	-0,8636985	0,0385582	0,1299195	0,0991936	-0,7965644	0,8818369	-0,6212955	-0,1957237	0,1944205	0,3926335	0,1475467	0,7862249	-0,2877078	-0,0061947	-0,0690856	-0,0368100	-0,0381052	-5
14.08.2012	0,0048970	-0,2273611	0,0379357	0,0035168	0,6267414	0,6686450	-0,0916385	0,6634763	-0,8597094	-0,9230561	-0,9052889	0,0245951	0,1695748	0,1245085	-0,8362279	0,9004273	-0,6748541	-0,2120233	0,2427214	0,3777272	0,1211455	0,7656106	-0,1951521	0,1307377	-0,2273611	0,2268076	0,0115515	-1
21.08.2012	-0,0019725	-0,4322293	-0,0134596	-0,0033482	0,6738803	0,7549529	-0,2042766	0,7306150	-0,8819741	-0,9239714	-0,9170278	0,0023088	-0,1423836	-0,1194158	-0,8671894	0,9174785	-0,7120042	-0,1928853	0,3346097	0,3025554	0,1062805	0,6950827	-0,0434717	0,2947923	-0,4322293	0,4561797	0,0115013	-8
28.08.2012	-0,0199428	-0,5742672	-0,0012466	-0,0271389	0,7367432	0,8118330	-0,2213832	0,7911988	-0,8543627	-0,9034048	-0,8891474	0,0039685	-0,1328834	-0,1144348	-0,8776529	0,9241063	-0,7254978	-0,1661346	-0,2802049	0,3108347	0,0211665	0,5607221	-0,0027759	0,3550965	-0,5742672	0,5727014	-0,0255213	-4
04.09.2012	-0,0899652	-0,6113971	-0,0148406	-0,1040114	0,7087989	0,8163731	-0,2670374	0,7829198	-0,8043696	-0,8772303	-0,8490586	-0,0166240	-0,0653829	-0,0534551	-0,8655662	0,9272925	-0,6918329	-0,1150148	0,3103954	0,3182639	0,0005891	0,4901054	-0,0279276	0,4449124	-0,6113971	0,6484177	-0,0127731	-6
11.09.2012	-0,2276333	-0,6736013	-0,0963689	-0,2544058	0,6560860	0,7809282	-0,2574797	0,7377089	-0,7514922	-0,8493784	-0,8076981	0,1855635	-0,1093019	-0,0038395	-0,8281440	0,9205431	-0,6128169	-0,0717414	0,3932760	0,2920759	0,0003790	0,4394191	-0,2126255	0,5118758	-0,6736013	0,7266994	-0,0138891	-6
18.09.2012	0,3870083	-0,6293834	0,2371370	0,3952246	0,5874760	0,7107941	0,2141321	0,6657736	-0,6805113	-0,8513071	-0,7817183	0,3338341	-0,1419979	0,0092233	-0,7683675	0,8980691	-0,5145153	-0,0614783	0,4754049	-0,0740647	0,0342441	0,3444821	0,3906493	0,6367038	-0,6293834	0,7677903	0,0024966	-8
25.09.2012	0,3659785	-0,5515767	0,2293238	0,3684026	0,4689507	0,6320685	-0,4097321	0,5648361	-0,5947660	-0,8552411	-0,7671867	0,3984246	-0,2519511	-0,0433136	-0,7113057	0,8729693	-0,4316125	-0,0714783	0,4983702	-0,0050582	0,0948363	0,2656307	0,4103420	0,6102647	-0,5515767	0,7176100	-0,0073914	-12
02.10.2012	0,4130352	-0,4875245	0,3053483	0,4046327	0,3363747	0,5038870	-0,3769398	0,4334739	-0,4907429	-0,8649806	-0,7601545	0,4736846	-0,2404840	-0,1920412	-0,6200863	0,7907207	-0,3223142	0,0210294	0,5546019	-0,0195913	0,2059826	0,2039304	0,4264258	0,5792154	-0,4875245	0,6618472	-0,0283832	-10
09.10.2012	0,4399167	-0,4642305	0,3494221	0,4267620	0,1879835	0,3465840	0,3181201	0,2790190	-0,3779049	-0,8841465	-0,7792418	0,5420401	-0,1772836	0,5493049	0,4996552	0,6402288	-0,2021690	0,0042731	0,5847249	-0,1378268	0,3236860	0,0727796	0,4759391	0,5590079	-0,4642305	0,6358500	0,0395585	-11
16.10.2012	0,4161339	-0,4991641	0,3292072	0,4145299	0,1239770	0,2168786	0,1704353	0,1805005	-0,2132995	-0,8819376	-0,7742694	0,6616158	0,1817208	0,3695609	0,3645136	0,4389629	-0,1714607	0,0153617	0,6197957	-0,2194162	0,4368132	0,0903319	0,4512573	0,5024655	-0,4991641	0,6000242	0,0018218	-10
23.10.2012	0,4205690	-0,5307418	0,3563538	0,4440606	0,1058889	0,1469028	-0,0653424	0,1348600	-0,1074758	-0,8790368	-0,7852968	0,7591768	-0,2697443	0,2437634	-0,2750546	0,2994823	-0,1704761	0,1087542	0,7004212	-0,2697810	0,5172289	0,1363420	0,5245979	0,3687071	-0,5307418	0,5299678	-0,0810161	-13
30.10.2012	0,4112476	-0,5124593	0,3613500	0,4366414	0,0324531	0,0339565	0,0040605	0,0356384	-0,0159177	-0,8856801	-0,7732872	0,8191016	-0,1517938	-0,1744198	-0,1386501	0,1455745	-0,0839586	0,1773782	0,7347857	-0,3525341	0,6073534	0,1506152	0,5329768	0,3030163	-0,5124593	0,4934056	-0,0890826	-13
06.11.2012	0,3815868	-0,5154505	0,3236045	0,4030014	0,0010713	0,0030149	-0,0021770	0,0022626	-0,0276828	-0,8694409	-0,7328331	0,8538088	-0,1028901	-0,1206508	-0,0228767	0,0280067	-0,0075769	0,1775267	0,7652484	-0,5197116	0,7014751	0,1001695	0,5823719	0,3192443	-0,5154505	0,4906554	-0,0395345	-15
13.11.2012	0,4216787	-0,2604757	0,3938406	0,4356317	0,0170904	0,2266465	0,1567310	0,1219931	0,4448908	-0,8542442	-0,7130618	0,8641161	-0,0496748	0,1618901	0,0825705	0,0042203	0,3779658	0,1517736	0,8020102	-0,7405611	0,7984415	0,0392384	0,6711377	0,2725580	-0,2604757	0,3626184	0,0037306	-14
20.11.2012	0,4192883	-0,1587156	0,3940778	0,4340176	0,0103211	-0,5107847	0,2839682	0,2854628	0,6220893	-0,8221314	-0,6431602	0,8516856	0,0000219	0,0314274	-0,4165496	-0,1500714	0,6711243	0,1388224	0,8024173	-0,8153430	0,8066070	-0,0077262	0,6537102	0,1915984	-0,1587156	0,2685424	0,0041693	-15
27.11.2012	0,2991744	-0,1619236	0,2531056	0,3123161	0,0189294	-0,6768417	0,3436126	-0,4244474	0,5847697	-0,6872963	-0,3786936	0,7923457	-0,0898533	0,0210456	-0,6602340	-0,4012257	0,5987782	0,1860282	0,6226430	-0,6707621	0,5300717	-0,0709798	0,6660493	0,1638629	-0,1619236	0,2570412	0,0001612	-18
04.12.2012	-0,1020526	-0,1030916	-0,0725444	-0,1054189	-0,0278540	-0,8110191	0,4228826	-0,5311839	0,4351926	-0,5086842	0,1097788	0,7307779	-0,2041691	-0,2937354	-0,8262610	-0,6526848	0,4731597	0,2102598	0,4179750	-0,5829243	-0,3166172	-0,2040344	0,6644823	0,1217473	-0,1030916	0,1855272	0,0001304	-17
11.12.2012	-0,0224181	0,0370249	-0,0125542	-0,0206133	-0,0393841	-0,8526730	0,5197699	-0,5886888	0,3731420	-0,3443839	0,0086501	0,6756567	-0,2788825	-0,4896772	-0,8536911	-0,7892884	0,4872883	-0,2265297	-0,2682265	-0,6156531	-0,2117222	-0,3267623	0,6745420	-0,0904715	0,0370249	-0,1043287	-0,0039237	-13
18.12.2012	-0,0071461	0,0029324	-0,0046902	-0,0030423	-0,0034642	-0,8219014	0,6410964	-0,6030765	-0,1007395	-0,2270368	0,0000559	0,5640515	-0,4168063	-0,5310187	-0,8123936	-0,8395617	0,4407401	-0,2373437	-0,1639374	-0,5739039	0,1244681	-0,3709526	0,6709038	-0,1003328	0,0029324	-0,0182815	0,0864698	-14
24.12.2012	-0,0071161	0,0262542	-0,0119931	-0,0049714	0,0359639	-0,8141923	0,7172494	-0,6018690	-0,0192085	-0,0859348	0,0386558	0,4307856	-0,4984996	-0,5171819	-0,8108065	-0,8690584	0,4777147	0,2597083	-0,0828054	-0,4773604	0,0393151	-0,4184887	0,7080189	-0,0008694	0,0262542	-0,0129582	0,0213867	-8
31.12.2012	0,0122857	0,0498937	0,0256875	0,0109007	0,1905756	-0,8223673	0,7652025	-0,5770493	0,0222327	0,0066274	0,1607754	0,3047391	-0,5467254	-0,5160503	-0,8181018	-0,8917722	0,5156101	0,1827500	0,0313909	-0,4188223	0,0062648	-0,4518466	0,6870836	-0,0295527	0,0498937	-0,0497017	-0,0050913	-4
08.01.2013	0,0227785	0,1037866	0,0423741	0,0164018	0,3373862	-0,8416496	0,7963183	-0,5233368	-0,0035629	-0,0084421	0,2475841	0,1803131	-0,5839421	-0,4761077	-0,8411380	-0,9142771	0,5635484	0,1501868	0,0062550	-0,3685608	0,0010172	-0,4899461	0,6757889	-0,0124643	0,1037866	-0,0626064	0,0654077	-1
15.01.2013	0,0419907	-0,0607611	0,0581502	0,0322676	0,5587853	-0,8423970	0,8303981	-0,4781700	-0,1356426	-0,0003692	-0,0215844	0,0506915	-0,5696781	-0,4286917	-0,8612130	-0,9242970	0,6158591	0,1270031	0,0000026	-0,4028164	0,0043142	-0,5738371	0,6945589	0,0000257	-0,0607611	0,0204847	0,0814934	-7
