Trending 20																												
Date	Trend20 Open Interest Total	Trend20 Reportable Positions Net	Trend20 Reportable Positions Long	Trend20 Reportable Positions Short	Trend20 Prod_Merc_Positions Total	Trend20 Prod_Merc_Positions Net	Trend20 Prod_Merc_Positions Long	Trend20 Prod_Merc_Positions Short	Trend20 Swap_Positions Total	Trend20 Swap_Positions Net	Trend20 Swap_Positions Long	Trend20 Swap_Positions Short	Trend20 Swap_Positions Spread	Trend20 M_Money_Positions Total	Trend20 M_Money_Positions Net	Trend20 M_Money_Positions Long	Trend20 M_Money_Positions Short	Trend20 M_Money_Positions Spread	Trend20 Other_Rept_Positions Total	Trend20 Other_Rept_Positions Net	Trend20 Other_Rept_Positions Long	Trend20 Other_Rept_Positions Short	Trend20 Other_Rept_Positions Spread	Trend20 NonRept_Positions Total	Trend20 NonRept_Positions Net	Trend20 NonRept_Positions Long	Trend20 NonRept_Positions Short	Net
22.01.2013	0,0155708	-0,0499064	0,0250105	0,0105390	0,6910200	-0,8552578	0,8672048	-0,4433264	-0,2897736	-0,0001065	-0,0022307	0,0074072	-0,6259623	-0,4410250	-0,8810246	-0,9405896	0,6503375	0,1066459	0,0281397	-0,4083576	0,0403543	-0,6915086	0,6912052	0,0003174	-0,0499064	0,0202047	-0,0554323	-7
29.01.2013	0,0013791	-0,0468912	0,0043013	0,0001767	0,7366062	-0,8590776	0,8804136	-0,4149038	-0,4134343	-0,0017351	-0,0332469	0,1787078	-0,6582881	-0,3402651	-0,8849697	-0,9316739	0,6880758	0,0673248	0,0959338	-0,4145305	0,0933960	-0,7589688	0,6887916	0,0000833	-0,0468912	0,0177629	0,0559604	-8
05.02.2013	0,0000003	-0,0478547	0,0010020	0,0004366	0,7492933	-0,8670398	0,8888994	-0,4299000	-0,5270852	-0,0022462	-0,0766965	-0,7056521	-0,6815449	0,0300520	-0,8918984	-0,8810258	0,7517266	0,0074380	0,1891745	-0,4108778	0,1863158	-0,7951938	0,6792013	0,0017496	-0,0478547	0,0231951	-0,0440400	-4
12.02.2013	0,0122774	0,1088423	0,0175948	0,0032592	0,7215090	-0,8824625	0,8956665	-0,4900581	-0,6126575	-0,0177457	-0,1416980	-0,8265263	-0,6936199	0,0455130	-0,9019502	-0,8393545	0,8199928	0,0431634	0,1731282	-0,4806100	-0,1451749	-0,8380412	0,6771664	0,0316372	0,1088423	0,0070375	0,2053420	-1
19.02.2013	0,0239280	0,2305286	0,0318558	0,0051637	0,6173141	-0,8997713	0,8913904	-0,5686716	-0,6833027	-0,0575714	-0,2205554	-0,8451646	-0,6925544	0,1841989	-0,9084810	-0,8270829	0,8603029	0,0561151	0,1025932	-0,5563628	0,0369093	-0,8681865	0,6814114	0,0904991	0,2305286	0,0072925	0,3982079	-2
26.02.2013	-0,0027294	0,2972470	-0,0058378	-0,0022500	0,3625103	-0,9149598	0,8656911	-0,6191839	-0,7357042	-0,1037733	-0,2883711	-0,8595540	-0,7000017	0,3371809	-0,9153791	-0,8020222	0,8915547	0,0706366	-0,1307928	0,5550290	-0,0314493	-0,8555607	0,6049770	0,1026319	0,2972470	-0,0136890	0,4577932	0
05.03.2013	-0,0002943	0,2892373	-0,0000064	-0,0142579	0,1614568	-0,9284866	0,8260227	-0,6969980	-0,7766924	-0,1486636	-0,3510484	-0,8860987	-0,6935673	0,4659969	-0,9257022	-0,7642058	0,9196652	0,1078646	-0,1397477	-0,5940252	-0,0210463	-0,8655863	0,5870514	0,1037498	0,2892373	-0,0119698	0,4538574	0
12.03.2013	0,0000389	0,3424408	0,0006860	-0,0121186	-0,0573074	-0,9415639	0,7845893	-0,7703999	-0,7975273	-0,2124875	-0,4210972	-0,8965853	-0,6457589	0,5460451	-0,9227561	-0,6984432	0,9319391	0,1825450	-0,0784375	-0,6118751	-0,0016567	-0,8267342	0,5815306	0,1424616	0,3424408	0,0110779	0,5343559	0
19.03.2013	-0,0019733	0,3112436	-0,0005293	-0,0222839	-0,0016186	-0,9126846	0,6673627	-0,7964988	-0,8127542	-0,2857476	-0,4933764	-0,9005609	-0,5758745	0,6297339	-0,8855362	-0,5823882	0,9243906	-0,1839974	-0,0421330	-0,6228790	-0,0068306	-0,7651784	0,5037102	0,1031743	0,3112436	-0,0162057	0,4705651	-3
26.03.2013	-0,0082021	0,1836677	-0,0060014	-0,0279282	-0,0306550	-0,8467034	0,5065347	-0,8247151	-0,8105514	-0,3665187	-0,5565913	-0,8767795	-0,4884334	0,7082018	-0,8053250	-0,4054484	0,8920798	0,2126693	-0,0130006	0,5800249	-0,0323930	-0,6730079	0,4103240	-0,0492056	0,1836677	-0,0092557	0,2669617	-5
02.04.2013	-0,0352318	0,0989710	-0,0428531	-0,0658528	-0,1654958	-0,7848453	0,2569861	-0,8370473	-0,7740607	-0,4096629	-0,5765144	-0,8361825	-0,3780829	0,7158200	-0,7534762	-0,3018623	0,8605745	0,1659005	-0,0012402	0,6275425	-0,1612343	-0,6201065	0,3212373	0,1017604	0,0989710	0,0055422	0,2373671	0
09.04.2013	-0,0177888	0,1905398	-0,0205576	-0,0464549	-0,2640128	-0,6967780	-0,0982465	-0,8350271	-0,7002534	-0,4209946	-0,5583394	-0,8436142	-0,2206283	0,7663324	-0,6608733	-0,1713129	0,7770265	0,2051322	-0,0939596	0,5630367	-0,3286062	-0,5122072	-0,3359144	0,1114206	0,1905398	-0,0002278	0,3383560	0
16.04.2013	-0,0012203	0,2317252	-0,0005862	-0,0157988	-0,3155722	-0,6338324	0,0357209	-0,8280274	-0,5962991	-0,4220250	-0,5403695	-0,8481954	-0,0027708	0,7221375	-0,5718541	-0,0871506	0,6960341	0,2406847	0,4573392	-0,4941857	0,5446334	-0,3392424	0,3476690	-0,0753310	0,2317252	-0,0044738	0,3385964	0
23.04.2013	-0,0194716	0,1912683	-0,0243253	-0,0505417	-0,3979670	-0,5614203	0,0001706	-0,8136815	-0,5159563	-0,3739966	-0,4834078	-0,7875472	0,0496602	0,6231443	-0,4540671	-0,0025744	0,5781047	-0,1977268	0,3911301	-0,3179941	0,4365741	-0,1119007	-0,1676077	-0,1186978	0,1912683	-0,0011869	0,3300291	0
30.04.2013	-0,1442283	0,0957449	-0,1677433	-0,1914580	-0,5337250	-0,3898541	0,1077332	-0,7756364	-0,4621092	-0,2938648	-0,4035640	-0,7654634	-0,0038832	0,4240775	-0,1956479	0,0815396	0,3376366	0,1502782	-0,1883956	0,0944570	0,2653918	0,0015676	-0,0033609	-0,0294622	0,0957449	-0,0000696	-0,1054772	-3
07.05.2013	-0,3159641	0,1060770	-0,3587797	-0,3785728	-0,7113625	-0,2224284	-0,3952251	-0,7697616	-0,3836822	-0,1801324	-0,2892086	-0,7597523	-0,0106108	0,2123779	0,0308694	-0,1858233	0,1193613	0,0734655	0,1457665	0,0060885	0,1577775	0,0802643	-0,0062353	-0,0000910	0,1060770	-0,0178047	-0,0307884	0
14.05.2013	-0,5133346	-0,1175114	-0,5496721	-0,5802319	-0,8298258	-0,1114617	-0,6257325	-0,7974086	-0,2970993	-0,0851556	-0,1805493	-0,7206014	-0,0346375	0,0699411	0,0005541	0,2568895	0,0296335	-0,0014003	0,0932406	-0,0241645	0,0805152	0,2371951	-0,0745043	-0,0442107	-0,1175114	0,1063338	-0,0017409	0
21.05.2013	-0,6481313	0,2859604	-0,6572704	-0,7068584	-0,8971046	-0,1100336	-0,7481251	-0,8257502	-0,1871410	-0,0056280	-0,0601782	-0,6830865	-0,0839007	0,0259825	0,0005082	-0,1833636	0,0217855	-0,0735067	0,0462248	-0,1458728	0,0138492	0,4129691	0,1617274	0,1684255	0,2859604	-0,3529755	0,0128868	0
28.05.2013	-0,7287210	0,3954349	-0,7187790	-0,7773363	-0,9172347	-0,0716153	-0,8215181	-0,8250537	-0,0548961	-0,0943756	-0,0064386	-0,6244052	-0,1251154	0,0011954	0,0013529	0,1210904	0,0104559	-0,2520080	0,0060806	-0,3419957	0,0025772	0,5907564	-0,3306799	-0,3346761	0,3954349	-0,6210404	-0,0420341	0
04.06.2013	-0,7000920	0,4991672	-0,6761509	-0,7456735	-0,8527042	-0,0123454	-0,8017328	-0,7449167	-0,0612638	0,8743578	0,7886885	-0,6304279	-0,2100388	0,0079002	-0,0365472	0,1795254	0,0004878	-0,4143980	0,0067832	-0,6111417	-0,0973804	0,7816316	-0,3989163	-0,4239673	0,4991672	-0,7674488	0,0533138	0
11.06.2013	-0,7299872	0,4782436	-0,7082600	-0,7698114	-0,8188669	-0,0002283	-0,7784607	-0,6954175	0,1585709	0,8832710	0,8725753	-0,6745944	-0,2500502	0,0700306	-0,1104651	0,1782212	0,0356773	-0,5144622	0,0010706	-0,7061772	-0,2156023	0,8463857	-0,4969784	-0,4677411	0,4782436	-0,7802614	0,0844762	0
18.06.2013	-0,7428004	0,4717783	-0,7177770	-0,7755782	-0,7719419	-0,0002606	-0,7140979	-0,6511782	0,2137303	0,8578852	0,8595414	-0,6882280	-0,2979039	0,2028408	0,1269144	0,1158037	0,0765875	-0,6090974	0,0288098	-0,7833407	-0,3737375	0,8611354	-0,4972904	-0,5419122	0,4717783	-0,8110331	0,1342316	0
25.06.2013	-0,8006119	0,4131756	-0,7817575	-0,8219103	-0,7547171	-0,0434453	-0,7142617	-0,6138047	-0,0067203	0,8542300	0,7613409	-0,5971822	-0,3577376	-0,5197888	-0,2611538	0,1068182	-0,2510946	-0,7111298	-0,1672964	-0,8006630	-0,4810936	0,7943601	-0,5568774	-0,6155894	0,4131756	-0,8232052	-0,2360513	0
02.07.2013	-0,7763256	0,3699156	-0,7461608	-0,8178031	-0,7192466	-0,0058315	-0,5690430	-0,6190431	-0,0389564	0,8499370	0,6373758	-0,5964455	-0,4631636	-0,4425451	0,1576747	-0,1241782	0,1204246	-0,8676020	-0,2534767	-0,6848571	-0,4238575	0,6715241	-0,5729667	-0,4811070	0,3699156	-0,8501804	0,0355535	0
09.07.2013	-0,7546662	-0,2335491	-0,7179265	-0,7820498	-0,7078174	-0,0006425	-0,4974490	-0,6131403	-0,1486694	0,8328243	0,4731614	-0,6511714	-0,4706369	0,2294371	-0,0774823	0,1186364	0,0408874	-0,8081429	-0,2622707	-0,6065914	-0,4041227	0,5661618	-0,5361230	-0,4877324	-0,2335491	-0,8459334	-0,0703372	0
16.07.2013	-0,7332581	0,2491240	-0,6908804	-0,7635707	-0,7051415	0,0022136	-0,4453870	-0,6010429	-0,2520176	0,8260451	0,3435155	-0,7177388	-0,4767041	0,0977433	-0,0255999	0,1042829	0,0036990	-0,7795250	-0,2227156	-0,5487800	-0,3608805	0,4792948	-0,4780460	-0,4520789	0,2491240	-0,8342797	-0,0472092	-1
23.07.2013	-0,7204165	0,2416787	-0,6808421	-0,7531980	-0,7079446	-0,0859496	-0,3951999	-0,6590875	-0,3347029	0,8384330	0,3053440	-0,7564041	-0,5562804	0,0101685	-0,0026308	0,0971267	0,0272352	-0,7981834	-0,3420178	-0,5693956	-0,4929971	0,4236401	-0,4388525	-0,4178524	0,2416787	-0,8080491	-0,0364694	-1
30.07.2013	-0,6770362	0,1875122	-0,6418977	-0,7103018	-0,7074691	-0,2436869	-0,3527229	-0,7067687	-0,4497987	0,7581145	0,1817473	-0,7728289	-0,6458546	0,0178739	-0,0551087	0,1382365	0,1395273	-0,7972626	-0,3479738	-0,5381427	-0,5464128	0,3561064	-0,3549184	-0,3479081	0,1875122	-0,7087907	-0,0279945	-2
06.08.2013	-0,6133214	0,1225958	-0,5786619	-0,6359112	-0,6857147	-0,4130786	-0,2648716	-0,7044877	-0,5932870	0,6635811	0,0606816	-0,7889211	-0,6816051	0,1611810	0,1866813	0,2311200	0,3408136	-0,7986433	-0,2705819	-0,4007657	-0,4017409	0,2514867	-0,2856667	-0,2934499	0,1225958	-0,5988356	-0,0242832	-2
13.08.2013	-0,4690248	0,0838193	-0,4364564	-0,4927865	-0,6520745	-0,5186007	-0,1410402	-0,7062891	-0,6752732	0,4845135	0,0000472	-0,7679545	-0,5962110	0,3415185	0,2991917	0,3573696	0,5092088	-0,8217713	-0,2026612	-0,2958728	-0,3411893	0,1419390	-0,1437382	-0,1922674	0,0838193	-0,4555197	0,0124002	0
20.08.2013	-0,4024509	0,0200550	-0,3683314	-0,4198767	-0,5829088	-0,5447326	0,0231107	-0,6828041	-0,7543674	0,2153955	-0,0951654	-0,7371680	-0,5853056	0,5336925	0,3250775	0,5782738	0,6139881	-0,8264647	-0,2417338	-0,2409270	-0,3374978	0,0768718	-0,1148549	-0,2006036	0,0200550	-0,3759343	-0,0418774	0
27.08.2013	-0,4223924	-0,0001509	-0,4015527	-0,4392110	-0,6841980	-0,5130079	-0,0909365	-0,7311108	-0,7867369	-0,0648163	-0,2277200	-0,6893740	-0,5824343	0,5761742	0,3646135	0,6322184	0,6885191	-0,7993878	-0,2883130	-0,1515730	-0,2688865	0,0133232	-0,1497056	-0,1999319	-0,0001509	-0,3206830	-0,0724692	-2
03.09.2013	-0,4346829	-0,0126132	-0,4215225	-0,4490905	-0,7304541	-0,4872529	-0,1883067	-0,7555744	-0,7878975	0,0205956	-0,3022070	-0,6690468	-0,5392758	0,5810505	0,3847330	0,6482383	0,7122981	-0,7815579	-0,3660422	-0,0716305	-0,2652721	0,0134386	-0,1820890	-0,2381574	-0,0126132	-0,3237609	-0,1217429	0
10.09.2013	-0,4478775	-0,0198373	-0,4344018	-0,4598885	-0,7398881	-0,5265739	-0,2123298	-0,7805119	-0,7437723	0,0121408	-0,3295568	-0,6588981	-0,6155243	0,5387898	0,4656866	0,5892053	0,7539746	-0,7764953	-0,4340549	-0,0168843	-0,2211317	0,1036206	-0,2111023	-0,2986342	-0,0198373	-0,3890332	-0,1717316	0
17.09.2013	-0,4748931	0,0212742	-0,4636279	-0,4877620	-0,7490416	-0,5492347	-0,2288413	-0,7952896	-0,6684568	0,0025068	0,3216895	-0,6059754	-0,6616482	0,4572640	0,5177576	0,4870596	0,7678346	-0,7913820	-0,5056125	-0,0066037	0,1289815	-0,2733771	-0,2687557	-0,3220904	0,0212742	-0,4096012	-0,1906728	-1
24.09.2013	-0,5702540	-0,0743702	-0,5677283	-0,5752197	-0,7487062	-0,3275260	-0,3780636	-0,7269013	-0,6353863	0,0019220	0,2937644	-0,5827599	-0,6601896	0,3045096	0,3752775	0,5428591	0,6657536	-0,8147018	-0,6906059	0,0052162	-0,1523626	-0,2991448	-0,4415789	-0,3933490	-0,0743702	-0,4089399	-0,2798932	-3
01.10.2013	-0,6323401	-0,1336951	-0,6274051	-0,6274104	-0,6072861	0,0052885	-0,4793889	0,3226117	-0,5959757	0,0032080	-0,2542304	-0,5621568	-0,6448451	-0,0336967	-0,0244824	0,5164612	-0,2049777	-0,8164771	-0,6820478	0,0056660	-0,1371698	0,0742296	-0,5297896	-0,4890185	-0,1336951	-0,4404499	-0,3749312	-5
08.10.2013	-0,7026809	-0,2765700	-0,7051702	-0,6812950	0,3968009	0,0785175	-0,6248708	0,0400530	-0,5493597	0,0003205	-0,2324235	-0,5160738	-0,6268095	-0,0157175	-0,0434169	0,5346833	-0,0059068	-0,8344599	-0,5816221	-0,0469788	-0,0801336	0,0047656	-0,6320586	-0,5792318	-0,2765700	-0,3851108	-0,5155297	-8
15.10.2013	-0,7157078	-0,2967388	-0,7195014	-0,6935279	0,2046598	0,1570194	-0,6503492	0,0000523	-0,4919031	0,0006138	-0,2015013	-0,4510833	-0,6010450	-0,0979400	-0,1149993	0,5112160	-0,0163745	-0,8461453	-0,4667783	0,0713058	-0,0460878	0,0453957	-0,6195111	-0,5892680	-0,2967388	-0,3811124	-0,5309843	-6
22.10.2013	-0,6841615	-0,3986625	-0,7098507	-0,6642053	-0,0829269	0,2630786	-0,6960623	0,0358344	-0,3855515	0,0013731	-0,1363177	-0,3715954	-0,4772073	-0,2123839	-0,2116493	0,5074922	-0,0935863	-0,8361415	-0,2784269	0,1334339	-0,0192067	0,1675209	-0,6139955	-0,4446369	-0,3986625	0,1137543	-0,4949080	-10
29.10.2013	-0,6497397	-0,3338088	-0,6840128	-0,6449793	-0,0170139	0,3723000	-0,6952569	0,1258380	-0,3162060	-0,0100435	-0,1196010	-0,3189493	-0,3358107	-0,3325214	-0,3480012	0,5228629	-0,2140428	-0,8082536	-0,1717992	0,2576155	-0,0294369	0,3647729	-0,5551792	-0,2735149	-0,3338088	-0,0325360	-0,3438890	-5
05.11.2013	-0,6154051	0,1423550	-0,6494970	-0,6346757	-0,0035494	0,3868561	-0,6436784	-0,1588710	-0,2499091	-0,0150635	-0,1006814	-0,2758268	0,1078887	-0,4406505	-0,4077652	0,2788105	-0,3205781	-0,7080989	-0,1242515	-0,3240577	0,0516193	-0,4289584	-0,4882953	-0,1483858	0,1423550	-0,0235598	0,1687117	-2
12.11.2013	0,3730335	0,0496838	0,4008710	0,4091114	0,0106333	-0,2699920	0,3161213	-0,1640148	-0,1688518	-0,0000149	-0,0431652	-0,2419648	0,0086836	0,3758841	0,2992498	0,1364609	0,2640593	-0,5246853	0,0371594	-0,2746246	0,0220084	0,4135202	-0,3534086	0,0409106	0,0496838	-0,0025930	0,0514270	-1
19.11.2013	-0,2166834	-0,0433384	-0,2373606	0,2328785	-0,0416670	-0,2040032	-0,1499414	-0,1661100	-0,1364300	-0,0030329	-0,0842714	-0,3178559	0,1168850	0,3289550	0,2215778	0,0510481	0,2243135	-0,3805782	0,0014202	-0,1652965	0,0019110	0,4005425	-0,2737022	-0,0193449	-0,0433384	0,0006868	-0,0329162	-1
26.11.2013	-0,1166441	0,0022171	-0,1284238	-0,1430116	-0,0622899	-0,0735914	0,0264869	-0,0845950	-0,2330510	-0,0388826	-0,1879269	-0,4685305	0,2101484	0,1834874	0,0883230	0,0014060	0,1042348	-0,2335926	-0,0014774	0,0111449	0,0958472	-0,1771322	-0,2157024	0,0008335	0,0022171	0,0000022	0,0015398	-1
03.12.2013	-0,0646460	-0,0000170	-0,0650179	-0,0707827	-0,0652388	-0,0193327	0,0000054	-0,0390715	-0,3452434	-0,1103600	-0,2925640	-0,6344725	0,2852976	0,0925323	0,0200600	-0,0511400	0,0407488	-0,0887120	0,0086917	-0,0256112	0,2468125	-0,0400162	-0,1691257	-0,0116873	-0,0000170	-0,0171825	-0,0061005	-2
10.12.2013	-0,0240659	-0,0226762	-0,0205353	-0,0287404	0,0539715	-0,0000002	0,0245967	-0,0076830	-0,4447314	-0,1855615	-0,3822420	-0,7930875	0,3641425	0,0329834	0,0008578	-0,1431648	0,0116562	-0,0027802	-0,0076611	-0,0693455	0,2780029	-0,0021210	-0,1152882	-0,0074603	-0,0226762	-0,0424373	-0,0000026	3
17.12.2013	-0,0000446	0,0796733	-0,0001455	-0,0006441	0,0204069	-0,0268645	0,0889909	-0,0046354	-0,5071059	-0,2594806	-0,4425251	-0,8398276	0,4611571	0,0007723	0,0115319	-0,2632917	0,0002995	0,0471305	-0,0300775	-0,1325700	0,3249872	-0,0093280	-0,0315131	-0,0000499	0,0796733	-0,0382894	-0,0117517	5
24.12.2013	-0,0308834	0,1279899	-0,0385952	-0,0243544	-0,0041378	-0,0862580	0,1644973	-0,0386932	-0,5613086	-0,3718551	-0,5248903	-0,5762203	0,5611666	0,0157218	0,0417928	-0,2749925	0,0158776	0,2048744	0,1391966	0,2030301	0,4179369	-0,0256061	-0,0032079	-0,0077540	0,1279899	-0,0198683	-0,0445023	8
31.12.2013	-0,1580440	-0,0723443	-0,1692520	-0,1519578	-0,0067373	-0,1650557	0,2890534	-0,0798138	-0,6075338	-0,4663460	-0,5960050	-0,3282638	0,6450976	0,0846946	0,1018064	-0,2888883	0,0651185	0,4077771	0,3130638	-0,3290062	0,5897894	0,0540811	-0,0772241	-0,0299064	-0,0723443	-0,0002678	-0,0550460	8
07.01.2014	0,4666386	-0,0956331	0,4676004	0,4368496	-0,0080815	-0,2701563	0,4469658	-0,1393578	-0,6252004	-0,5740817	-0,6744687	0,0996381	0,8187099	0,2230067	0,1801066	-0,2534560	0,1512056	0,6436893	0,5463329	-0,4471181	0,6742026	-0,1075438	-0,4504716	0,1855319	-0,0956331	0,0804688	0,1933196	8
14.01.2014	0,7785094	0,1107532	0,7749511	0,7389038	-0,0093030	-0,3808189	0,6351846	-0,2000815	-0,6858961	-0,7036360	-0,7761381	0,0023085	0,8769702	0,3875891	0,2395397	-0,1490578	0,2374521	0,8515840	0,6801047	-0,4868460	0,7013382	-0,1333060	0,7342116	0,3526743	0,1107532	0,2125098	0,3284757	11
21.01.2014	0,8426463	0,0728678	0,8362949	0,8097802	0,0077314	-0,4509536	0,7201540	-0,2472951	-0,7254966	-0,8059347	-0,8494811	0,0348980	0,8931112	0,4712841	0,2706930	-0,0983885	0,2868239	0,9024046	0,6647647	-0,4950448	0,7318359	0,1053375	0,6765525	0,4277126	0,0728678	0,3250865	0,3613386	13
28.01.2014	0,8595754	-0,0082373	0,8574597	0,8311003	0,0117467	-0,5411827	0,7911960	0,3073459	-0,7604342	-0,8848442	-0,9028538	0,1403193	0,8910403	0,5747025	0,3373297	0,0898060	0,3675629	0,9368965	0,6730145	-0,5149836	0,7478226	0,1079327	0,6997929	0,3901086	-0,0082373	0,3530676	0,2646574	13
04.02.2014	0,8699233	-0,0238867	0,8701440	0,8516212	0,0078761	-0,5953835	0,8212181	0,3578692	-0,7049198	-0,9027180	-0,8984311	0,2459011	0,8955417	0,6462250	-0,4084510	0,0723924	0,4549106	0,9149829	0,6880887	-0,5300742	0,7750450	0,0959475	0,7053601	0,3170735	-0,0238867	0,3659178	0,1108655	11
11.02.2014	0,8738348	-0,0793789	0,8758983	0,8633871	0,0014474	-0,6263260	0,8210405	0,4065473	-0,6135946	-0,8872558	-0,8670527	0,3374720	0,9015330	0,6623842	0,4746763	0,1011715	0,5199368	0,8530682	0,7093516	-0,5478702	0,8074384	0,0849384	0,7295745	0,2282260	-0,0793789	0,3570418	0,0249604	11
18.02.2014	0,8424857	-0,1884639	0,8374938	0,8486105	0,0053910	-0,5302690	0,6668584	-0,3781709	-0,4460537	-0,8240683	-0,7908867	0,3806158	0,9039444	0,6111428	-0,4547993	-0,1154857	0,4900953	0,8306071	0,7066359	-0,5749604	0,8135678	-0,1106074	0,7354882	0,1282377	-0,1884639	0,3791168	-0,0043162	2
25.02.2014	0,5502129	-0,3177681	0,5260602	0,5850331	-0,0275415	-0,3655666	0,3998597	-0,2879900	-0,3677550	-0,7721951	-0,7318522	0,3959247	0,8661447	0,3612483	-0,2914684	-0,1753852	0,2759503	0,7650941	0,5045320	-0,4542398	0,5495484	-0,1168213	0,6392885	0,0422010	-0,3177681	0,3793446	-0,0688559	2
04.03.2014	-0,1859820	-0,4521930	-0,1608781	-0,2372019	-0,0520694	-0,1703713	-0,1158449	-0,1724620	-0,2952737	-0,7251840	-0,6676362	0,4531176	0,7744248	0,1117467	-0,1014868	-0,1632607	0,0721650	0,5913414	-0,2872450	-0,2941561	0,3080581	-0,0804357	0,4233164	0,0003154	-0,4521930	0,3256242	-0,2077402	-9
11.03.2014	-0,0207654	-0,6070797	-0,0089171	-0,0487290	-0,0308837	-0,0168592	-0,0028053	-0,0321690	-0,2639992	-0,6727152	-0,6134853	0,4565759	0,6562712	-0,0003685	-0,0001201	-0,1132807	-0,0020513	0,3207043	-0,1277756	-0,1038753	0,0838454	-0,0352564	-0,2584139	-0,0336164	-0,6070797	0,3604818	-0,4379376	-13
18.03.2014	-0,0045731	-0,8153795	-0,0166941	-0,0003239	-0,0017881	0,0541621	-0,0497165	-0,0429846	-0,2338887	-0,5492314	-0,5081414	-0,3671747	0,3065366	-0,0812071	0,1350226	-0,0167453	-0,1428198	0,1320110	0,0853230	0,0123130	0,0000023	0,0468477	0,1677961	-0,0504611	-0,8153795	0,5341529	-0,5895580	-15
25.03.2014	-0,0633837	-0,8402564	-0,1015206	0,0306499	0,0015887	0,3154846	-0,2400578	0,3099193	-0,1772344	-0,4206898	-0,3795313	0,3171616	0,0836227	-0,2935863	-0,4650101	0,0602809	-0,4234648	0,0429994	0,0432144	0,2561540	-0,0915973	0,2717859	0,0932916	-0,0316343	-0,8402564	0,6085233	-0,5882662	-17
01.04.2014	-0,1741167	-0,7961083	-0,2251588	-0,1319502	0,0095642	0,5456472	-0,4335593	0,5257184	-0,1102921	-0,3250790	-0,2818034	0,2774410	0,0183285	-0,5645876	-0,6873943	0,0911345	-0,6699655	0,0074535	0,0185406	-0,4860173	-0,2855064	0,4029793	0,0429236	-0,0325532	-0,7961083	0,5030628	-0,5559075	-17
08.04.2014	-0,2011757	-0,7936481	-0,2579679	-0,1641924	0,0512701	0,6771793	-0,5199426	0,6901362	-0,0256187	-0,2199793	-0,1725817	0,2304671	0,0093384	-0,6835696	-0,7871943	0,1551001	-0,7759477	0,0003377	0,0214811	-0,6375084	-0,4446149	0,5124639	0,0430074	-0,0078175	-0,7936481	0,5467597	-0,5394773	-17
15.04.2014	-0,2144709	-0,8123856	-0,2724049	-0,1744851	0,1530567	0,7805198	-0,5683087	0,8392273	0,0368966	-0,0959724	-0,0347541	0,1976171	0,0078797	-0,7674860	-0,8482138	0,1653937	-0,8414443	0,0137609	0,0397051	-0,7395145	-0,4780161	0,6697869	0,0230683	-0,0157756	-0,8123856	0,5497958	-0,5681391	-20
22.04.2014	-0,2784968	-0,7672643	-0,3288993	-0,2307155	0,1533216	0,8370033	-0,6334372	0,8822351	0,0871887	-0,0104959	-0,0085404	0,1184388	0,0001706	-0,8086624	-0,8746054	-0,1361730	-0,8684942	-0,0980925	0,0341834	-0,7813170	-0,5182682	0,7021390	0,0113423	-0,1002364	-0,7672643	0,3131523	-0,6537540	-19
29.04.2014	-0,3799471	-0,7092604	-0,4154613	-0,3244118	0,1798241	0,8989776	-0,7058416	0,9271463	0,1241654	-0,0281997	0,2095263	0,0935454	-0,0806287	-0,8477897	-0,9022473	0,1799097	-0,8943230	-0,2666804	0,0005837	-0,7541823	-0,5575591	0,6060825	0,0027127	-0,3122755	-0,7092604	0,1415029	-0,7621809	-22
06.05.2014	-0,4662935	-0,6940105	-0,4948839	-0,4141322	0,1915393	0,9263573	-0,7450182	0,9445291	0,1112326	-0,3030077	0,5516507	0,0372623	-0,2536832	-0,8659331	-0,9157739	0,1906290	-0,9087923	-0,2964590	0,0244885	-0,7647755	-0,6362537	0,5670219	-0,0707754	0,3674300	-0,6940105	0,1120532	-0,7637982	-24
13.05.2014	-0,5033246	-0,6010188	-0,5225100	-0,4617245	0,1628304	0,9293103	-0,7608148	0,9409491	0,0904294	0,4172760	0,6256359	0,0289175	-0,3517951	-0,8598983	-0,9180087	0,2160780	-0,9084334	-0,2717971	0,0523804	-0,7447075	-0,6048958	0,5571398	-0,1568918	0,3769891	-0,6010188	0,0541616	-0,6870976	-24
20.05.2014	-0,4903374	-0,4351883	-0,4938741	-0,4579798	0,1148641	0,8951868	-0,7382480	0,8987896	0,0739264	0,4365946	0,6192593	0,0132865	-0,3515802	-0,8345153	-0,8833940	0,1569885	-0,8801218	-0,2451772	0,0397273	-0,6776477	-0,5135697	0,5228191	0,1430168	-0,4460894	-0,4351883	0,0000975	-0,5869773	-23
27.05.2014	-0,4365817	-0,2286817	-0,4259155	-0,4119096	0,1348441	0,8454424	-0,6615494	0,8660215	0,0559521	0,4249998	0,5908539	-0,0029268	0,3065812	-0,7776097	-0,8246660	0,1051566	-0,8258112	-0,1723398	0,0430621	-0,5495336	-0,3809262	0,4425197	0,1812694	-0,4963371	-0,2286817	-0,0514861	-0,4666442	-22
03.06.2014	-0,3615414	-0,0518851	-0,3511308	-0,3638997	0,1567363	0,7445798	-0,5134036	0,8069576	0,0386361	0,3187915	0,4113393	-0,0000154	0,1342839	-0,7055563	-0,7053038	-0,0249852	-0,7246394	-0,2105197	-0,0403461	-0,3189290	0,1450311	0,3325341	-0,2876347	-0,2059749	-0,0518851	0,0569398	-0,1582599	-14
