Trending 20						
date	x_6	x_1	x_2	x_3	x_5	y
24.04.2018	0,02995351694	-0,41893914815	-0,67717590594	0,86940047086	-0,56785101571	5
01.05.2018	0,08317560866	-0,56224905894	-0,73953487545	0,88500191462	-0,72908425562	0
08.05.2018	-0,16048533492	-0,58023002617	-0,74425893547	0,88437973498	-0,63945960360	0
15.05.2018	0,20925017150	-0,56475901156	-0,71834010188	0,87763604401	-0,53031856574	1
22.05.2018	-0,30332271104	-0,48828167147	-0,66646638239	0,87598528788	0,30184006994	0
29.05.2018	0,22100330885	0,24882426702	-0,53442280268	0,86876555787	0,07731592541	0
05.06.2018	0,05787521368	-0,09579144911	-0,38271855268	0,87131299265	0,00072243671	0
12.06.2018	0,00255838441	-0,00684822366	-0,24943467212	0,87115247320	0,04745666135	0
19.06.2018	-0,01831420674	-0,00955718175	-0,12990829393	0,78661792796	0,09723345465	2
26.06.2018	-0,08073123120	-0,04179792689	-0,06710992114	0,71168183289	0,11596843865	5
03.07.2018	-0,26711151223	-0,09349773332	-0,02551388225	0,60775079077	0,12850698796	2
10.07.2018	0,50440451491	-0,09269061312	-0,02425102386	0,50704911344	0,13531866514	2
17.07.2018	0,57015698645	0,07666492127	-0,00265620379	0,42873703535	-0,12893473592	1
24.07.2018	0,61487479192	-0,00193020069	0,00612896229	0,32878007517	0,21868792856	0
31.07.2018	0,62638414477	-0,00013567090	-0,07149930813	0,38577680287	0,24152459058	0
07.08.2018	0,63935181964	0,00177997510	-0,14646518306	0,47742284722	0,32898031498	-5
14.08.2018	0,58948798940	-0,00010141658	-0,22378114174	0,49751352422	0,43627670836	0
21.08.2018	0,64129044063	-0,00316415951	-0,21810166533	0,48557540953	0,45429927888	0
28.08.2018	0,64155159207	-0,00001491141	-0,15522899286	0,43881409773	0,38095099249	0
04.09.2018	0,52539733284	-0,02960689119	-0,24063036821	0,30851197134	0,30214008718	-2
11.09.2018	0,40137852712	-0,08772006562	-0,26259077240	0,15905303304	0,17603812689	-1
18.09.2018	0,33317081551	0,13697738804	0,21842967536	-0,02735625028	0,06949364458	-1
25.09.2018	0,21903654130	-0,24795830349	0,24160925614	-0,00050645657	0,00119807818	-2
02.10.2018	0,11015394517	0,32632251331	0,24243359191	0,01986826361	0,01826702010	-2
09.10.2018	0,05807458826	-0,39203784272	0,17684253278	-0,09047415839	0,03440497536	-1
16.10.2018	0,04177218797	-0,33807102934	-0,13371424857	-0,12453841429	-0,02556679820	-4
23.10.2018	0,07938779757	-0,14930799658	-0,01694040045	-0,12608885526	-0,00497135333	-2
30.10.2018	0,23611896644	0,00340518829	0,06238495551	-0,15363694193	0,13454557890	-2
06.11.2018	0,32617425651	0,18462740251	0,22480505775	-0,16272131422	0,37617259287	-5
13.11.2018	0,24049951651	0,23736023752	0,29170106509	-0,29454171346	0,44151385089	-4
20.11.2018	-0,04248064577	0,21510816153	0,39078897066	-0,42424386622	0,49204974496	-2
27.11.2018	-0,00217252515	-0,12001498144	0,49039813487	-0,59239220127	0,46178855905	-1
04.12.2018	-0,03832245627	-0,03187680375	0,54135382291	-0,75041643841	0,35933194681	-7
11.12.2018	-0,09617264624	-0,00004453086	0,54639886634	-0,84793795918	0,24444993514	-8
18.12.2018	-0,13018347939	-0,03429109899	-0,40831417786	-0,93333675596	0,20115701205	-10
24.12.2018	-0,12243873397	-0,07031276980	0,31927654842	-0,93869419215	-0,12983156261	-6
31.12.2018	-0,12607306327	-0,07861546826	0,31500956179	-0,93104522143	0,14464466968	-3
